,officialPosition,displayName,team,time_to_pass,%ofPositivePlays,ppg,OL_speed_mean,OL_acceleration_mean,%ofNegativePlays,nflId_y,expectedPctOfNegPlays
75,G,Quinton Spain,CIN,2.4538152610441766,0.9236947791164658,27.5,1.6898393574297188,1.2912048192771084,0.07630522088353414,43045.0,0.06848297014151392
77,G,Jackson Carman,CIN,2.461077844311377,0.8802395209580838,27.5,1.9697005988023952,1.4280239520958082,0.11976047904191617,53475.0,0.10452686759189414
81,G,Halapoulivaati Vaitai,DET,2.5238095238095237,0.8888888888888888,16.75,1.9596825396825395,1.349968253968254,0.1111111111111111,43453.0,0.09730211122937493
84,G,Jonah Jackson,DET,2.5238095238095237,0.8761904761904762,16.75,1.7344444444444445,1.4438095238095239,0.12380952380952381,52483.0,0.10851326260139812
90,G,Laken Tomlinson,SF,2.6030150753768844,0.9447236180904522,24.0,1.732713567839196,1.3674371859296484,0.05527638190954774,42371.0,0.0481016541849258
91,G,Daniel Brunskill,SF,2.6030150753768844,0.8994974874371859,24.0,1.7691457286432162,1.4512562814070353,0.10050251256281408,45069.0,0.08524434283479461
99,G,Max Scharping,HOU,2.55045871559633,0.8623853211009174,14.875,2.1120642201834863,1.4479357798165136,0.13761467889908258,47838.0,0.11906813737456162
103,G,Brandon Linder,JAX,2.727272727272727,0.9285714285714286,17.571428571428573,1.655974025974026,1.2431818181818182,0.07142857142857142,41322.0,0.06456060976018128
104,G,Andrew Norwell,JAX,2.7068273092369477,0.9558232931726908,17.571428571428573,1.7979116465863454,1.2724497991967871,0.04417670682730924,41939.0,0.03766164954317304
111,G,Mark Glowinski,IND,2.7837837837837838,0.8648648648648649,25.0,1.9836756756756757,1.4211351351351353,0.13513513513513514,42477.0,0.11494085778433587
118,G,Chris Reed,IND,2.7719298245614037,0.8771929824561404,25.0,1.929122807017544,1.5003508771929825,0.12280701754385964,42765.0,0.10496936499954389
121,G,Gabe Jackson,SEA,2.744186046511628,0.9441860465116279,22.625,1.9413488372093022,1.4442325581395348,0.05581395348837209,41310.0,0.048650874012560276
123,G,Kyle Fuller,SEA,2.7967032967032965,0.8846153846153846,22.625,1.9345054945054945,1.4948351648351648,0.11538461538461539,45056.0,0.1016865832333749
124,G,Damien Lewis,SEA,2.7134502923976607,0.9005847953216375,22.625,1.9432748538011697,1.5169590643274853,0.09941520467836257,52477.0,0.08802609729947507
129,G,Rodger Saffold,TEN,2.37,0.92,28.375,1.69695,1.31225,0.08,35472.0,0.06953515111273237
131,G,David Quessenberry,TEN,2.3684210526315788,0.8721804511278195,28.375,2.324360902255639,1.8037593984962406,0.12781954887218044,40124.0,0.10711754192539215
133,G,Nate Davis,TEN,2.354330708661417,0.8622047244094488,28.375,1.7591338582677165,1.456968503937008,0.1377952755905512,47865.0,0.12180888804177643
142,G,Justin Pugh,ARI,2.8208955223880596,0.9303482587064676,30.75,2.006417910447761,1.4038308457711444,0.06965174129353234,39965.0,0.060803678122467314
144,G,Josh Jones,ARI,2.8142857142857145,0.8809523809523809,30.75,2.0774761904761903,1.5014285714285716,0.11904761904761904,52480.0,0.09999571742884684
150,G,Oday Aboushi,LAC,2.3975155279503104,0.9192546583850931,24.571428571428573,1.8462111801242236,1.3675155279503104,0.08074534161490683,40089.0,0.07084193342968387
152,G,Matt Feiler,LAC,2.4866920152091256,0.9125475285171103,24.571428571428573,1.5895437262357415,1.2790114068441065,0.08745247148288973,41959.0,0.0779940384039765
160,G,Ereck Flowers,WAS,2.6928838951310863,0.9363295880149812,19.5,1.9216479400749065,1.341760299625468,0.06367041198501873,42352.0,0.056489606098139536
163,G,Wes Schweitzer,WAS,2.824561403508772,0.8947368421052632,19.5,1.8430994152046785,1.4939766081871344,0.10526315789473684,43484.0,0.09492029315828299
169,G,Joel Bitonio,CLE,2.626126126126126,0.9684684684684685,22.875,1.9198198198198198,1.4535135135135135,0.03153153153153153,41264.0,0.028048852392106676
171,G,Wyatt Teller,CLE,2.626126126126126,0.8873873873873874,22.875,2.0047297297297297,1.4162162162162162,0.11261261261261261,46235.0,0.09875676096752593
176,G,Joe Thuney,KC,2.7068403908794787,0.9543973941368078,26.0,1.917459283387622,1.3570684039087948,0.04560260586319218,43367.0,0.03984711430597593
180,G,Trey Smith,KC,2.7068403908794787,0.8892508143322475,26.0,2.0228338762214984,1.5147557003257328,0.11074918566775244,53655.0,0.09751089776202672
182,G,Shaquille Mason,NE,2.3122171945701355,0.9411764705882353,25.75,1.8217194570135748,1.307737556561086,0.058823529411764705,42474.0,0.049999551475864296
186,G,Michael Onwenu,NE,2.310810810810811,0.9099099099099099,25.75,2.0300000000000002,1.4592342342342342,0.09009009009009009,52590.0,0.07936645506577483
194,G,Robert Hunt,MIA,2.5489510489510487,0.916083916083916,17.25,1.9287412587412587,1.3925874125874127,0.08391608391608392,52447.0,0.07351307796849603
205,G,Cesar Ruiz,NO,2.7333333333333334,0.9277777777777778,25.142857142857142,1.8648333333333333,1.3408333333333333,0.07222222222222222,52432.0,0.06502666249953623
214,G,Jon Runyan,GB,2.582010582010582,0.9153439153439153,24.0,2.052857142857143,1.3424338624338625,0.08465608465608465,52600.0,0.07496859224828206
217,G,Will Hernandez,NYG,2.4545454545454546,0.9018181818181819,19.5,1.9204363636363637,1.4303636363636365,0.09818181818181818,46103.0,0.08612090114862296
228,G,Graham Glasgow,DEN,2.6256410256410256,0.9230769230769231,19.625,1.7538461538461538,1.408,0.07692307692307693,43384.0,0.06786213910370878
230,G,Dalton Risner,DEN,2.7124463519313307,0.9141630901287554,19.625,1.607167381974249,1.2463948497854078,0.08583690987124463,47824.0,0.07603375367862493
237,G,Cody Whitehair,CHI,2.6296296296296298,0.9305555555555556,15.375,1.707824074074074,1.3547222222222222,0.06944444444444445,43345.0,0.06087428836726512
238,G,James Daniels,CHI,2.6296296296296298,0.9259259259259259,15.375,1.9351851851851851,1.352824074074074,0.07407407407407407,46108.0,0.06481587161676544
246,G,Austin Corbett,LA,2.475206611570248,0.9049586776859504,30.625,1.8346280991735537,1.5322314049586778,0.09504132231404959,46102.0,0.08164913591350023
248,G,David Edwards,LA,2.471311475409836,0.9139344262295082,30.625,1.9376639344262296,1.3085245901639344,0.0860655737704918,47952.0,0.07481515931245519
256,G,John Simpson,LV,2.4823529411764707,0.8784313725490196,25.714285714285715,1.7660392156862743,1.3427058823529412,0.12156862745098039,52517.0,0.1070695951923331
258,G,Jermaine Eluemunor,LV,2.5,0.9329268292682926,25.714285714285715,1.8030487804878048,1.2892073170731708,0.06707317073170732,44972.0,0.061061634137184066
261,G,Kevin Zeitler,BAL,2.9151785714285716,0.9508928571428571,26.714285714285715,1.6676339285714286,1.3583035714285714,0.049107142857142856,38557.0,0.04343727201003609
266,G,Ben Powers,BAL,2.868131868131868,0.945054945054945,26.714285714285715,1.850989010989011,1.4285714285714286,0.054945054945054944,47906.0,0.04944045422063731
267,G,Patrick Mekari,BAL,2.853107344632768,0.903954802259887,26.714285714285715,2.148135593220339,1.6434463276836158,0.096045197740113,48220.0,0.08129471829556398
